uuid,gene_curie,gene_symbol,disease_curie,disease_title,disease_original_curie,disease_original_title,classification_curie,classification_title,moi_curie,moi_title,submitter_curie,submitter_title,submitted_as_hgnc_id,submitted_as_hgnc_symbol,submitted_as_disease_id,submitted_as_disease_name,submitted_as_moi_id,submitted_as_moi_name,submitted_as_submitter_id,submitted_as_submitter_name,submitted_as_classification_id,submitted_as_classification_name,submitted_as_date,submitted_as_public_report_url,submitted_as_notes,submitted_as_pmids,submitted_as_assertion_criteria_url,submitted_as_submission_id,submitted_run_date,pub_year
GENCC_000106-HGNC_14184-OMIM_137580-HP_0000005-GENCC_100008,HGNC:14184,UNKL,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14184,UNKL,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-03-22 20:04:38,,,28472652.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/57,UNKL0Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_14373-OMIM_138000-HP_0000006-GENCC_100002,HGNC:14373,GLMN,MONDO:0007672,glomuvenous malformation,OMIM:138000,Glomuvenous malformations,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:14373,GLMN,OMIM:138000,glomuvenous malformation,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2020-04-09 12:05:19,,,11845407.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,GLMN0Glomuven,2023-11-30,2002.0
GENCC_000106-HGNC_14373-OMIM_138000-HP_0000006-GENCC_100002,HGNC:14373,GLMN,MONDO:0007672,glomuvenous malformation,OMIM:138000,Glomuvenous malformations,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:14373,GLMN,OMIM:138000,glomuvenous malformation,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2020-04-09 12:05:19,,,23801931.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,GLMN0Glomuven,2023-11-30,2013.0
GENCC_000106-HGNC_145-OMIM_155310-HP_0000006-GENCC_100002,HGNC:145,ACTG2,MONDO:0020754,visceral myopathy 1,OMIM:155310,Visceral myopathy 1,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:145,ACTG2,OMIM:155310,visceral myopathy 1,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-09-03 09:28:37,,,,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACTG20Visceral,2023-11-30,
GENCC_000106-HGNC_145-OMIM_155310-HP_0000006-GENCC_100002,HGNC:145,ACTG2,MONDO:0020754,visceral myopathy 1,OMIM:155310,Visceral myopathy 1,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:145,ACTG2,OMIM:155310,visceral myopathy 1,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-09-03 09:28:37,,,24777424.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACTG20Visceral,2023-11-30,2015.0
GENCC_000106-HGNC_145-OMIM_155310-HP_0000006-GENCC_100002,HGNC:145,ACTG2,MONDO:0020754,visceral myopathy 1,OMIM:155310,Visceral myopathy 1,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:145,ACTG2,OMIM:155310,visceral myopathy 1,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-09-03 09:28:37,,,24901346.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACTG20Visceral,2023-11-30,2015.0
GENCC_000106-HGNC_145-OMIM_155310-HP_0000006-GENCC_100002,HGNC:145,ACTG2,MONDO:0020754,visceral myopathy 1,OMIM:155310,Visceral myopathy 1,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:145,ACTG2,OMIM:155310,visceral myopathy 1,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-09-03 09:28:37,,,25782675.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACTG20Visceral,2023-11-30,2016.0
GENCC_000106-HGNC_145-OMIM_155310-HP_0000006-GENCC_100002,HGNC:145,ACTG2,MONDO:0020754,visceral myopathy 1,OMIM:155310,Visceral myopathy 1,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:145,ACTG2,OMIM:155310,visceral myopathy 1,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-09-03 09:28:37,,,26813947.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACTG20Visceral,2023-11-30,2017.0
GENCC_000106-HGNC_145-OMIM_155310-HP_0000006-GENCC_100002,HGNC:145,ACTG2,MONDO:0020754,visceral myopathy 1,OMIM:155310,Visceral myopathy 1,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:145,ACTG2,OMIM:155310,visceral myopathy 1,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-09-03 09:28:37,,,28383543.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACTG20Visceral,2023-11-30,2017.0
GENCC_000106-HGNC_14638-OMIM_181500-HP_0000005-GENCC_100004,HGNC:14638,ABCA13,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14638,ABCA13,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2020-05-06 11:57:48,,,19944402.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABCA130{Schizop,2023-11-30,2010.0
GENCC_000106-HGNC_14638-OMIM_181500-HP_0000005-GENCC_100004,HGNC:14638,ABCA13,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14638,ABCA13,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2020-05-06 11:57:48,,,23910238.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABCA130{Schizop,2023-11-30,2014.0
GENCC_000106-HGNC_14638-OMIM_181500-HP_0000005-GENCC_100004,HGNC:14638,ABCA13,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14638,ABCA13,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2020-05-06 11:57:48,,,27712136.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABCA130{Schizop,2023-11-30,2016.0
GENCC_000106-HGNC_14638-OMIM_181500-HP_0000005-GENCC_100004,HGNC:14638,ABCA13,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14638,ABCA13,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2020-05-06 11:57:48,,,29486958.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABCA130{Schizop,2023-11-30,2018.0
GENCC_000106-HGNC_14638-OMIM_181500-HP_0000005-GENCC_100004,HGNC:14638,ABCA13,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14638,ABCA13,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2020-05-06 11:57:48,,,48999322.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABCA130{Schizop,2023-11-30,
GENCC_000106-HGNC_14638-OMIM_181500-HP_0000005-GENCC_100004,HGNC:14638,ABCA13,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14638,ABCA13,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2020-05-06 11:57:48,,,49435281.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABCA130{Schizop,2023-11-30,
GENCC_000106-HGNC_14718-OMIM_137580-HP_0000005-GENCC_100008,HGNC:14718,OR9I1,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14718,OR9I1,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-05-22 20:04:38,,,28472652.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/62,OR9I10Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_14735-OMIM_137580-HP_0000005-GENCC_100008,HGNC:14735,OR4M1,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:14735,OR4M1,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-03-13 20:04:38,,,28472652.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/63,OR4M10Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_15447-OMIM_137580-HP_0000005-GENCC_100004,HGNC:15447,TLN2,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15447,TLN2,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100004,Limited,2018-01-11 20:04:38,,,28472652.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/64,TLN20Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_15511-OMIM_182940-HP_0000005-GENCC_100004,HGNC:15511,VANGL2,MONDO:0020705,"neural tube defects, susceptibility to",OMIM:182940,"{Neural tube defects, susceptibility to}",GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15511,VANGL2,OMIM:182940,"neural tube defects, susceptibility to",HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2023-10-16 05:02:40,,,18296642.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,VANGL20NeuralTu,2023-11-30,2008.0
GENCC_000106-HGNC_15511-OMIM_182940-HP_0000005-GENCC_100004,HGNC:15511,VANGL2,MONDO:0020705,"neural tube defects, susceptibility to",OMIM:182940,"{Neural tube defects, susceptibility to}",GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15511,VANGL2,OMIM:182940,"neural tube defects, susceptibility to",HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2023-10-16 05:02:40,,,20558380.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,VANGL20NeuralTu,2023-11-30,2010.0
GENCC_000106-HGNC_15511-OMIM_182940-HP_0000005-GENCC_100004,HGNC:15511,VANGL2,MONDO:0020705,"neural tube defects, susceptibility to",OMIM:182940,"{Neural tube defects, susceptibility to}",GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15511,VANGL2,OMIM:182940,"neural tube defects, susceptibility to",HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2023-10-16 05:02:40,,,20738329.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,VANGL20NeuralTu,2023-11-30,2011.0
GENCC_000106-HGNC_15511-OMIM_182940-HP_0000005-GENCC_100004,HGNC:15511,VANGL2,MONDO:0020705,"neural tube defects, susceptibility to",OMIM:182940,"{Neural tube defects, susceptibility to}",GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15511,VANGL2,OMIM:182940,"neural tube defects, susceptibility to",HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2023-10-16 05:02:40,,,30189017.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,VANGL20NeuralTu,2023-11-30,2018.0
GENCC_000106-HGNC_15511-OMIM_182940-HP_0000005-GENCC_100004,HGNC:15511,VANGL2,MONDO:0020705,"neural tube defects, susceptibility to",OMIM:182940,"{Neural tube defects, susceptibility to}",GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15511,VANGL2,OMIM:182940,"neural tube defects, susceptibility to",HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2023-10-16 05:02:40,,,37815931.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,VANGL20NeuralTu,2023-11-30,2023.0
GENCC_000106-HGNC_15590-OMIM_181500-HP_0000005-GENCC_100008,HGNC:15590,ARHGEF15,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15590,ARHGEF15,OMIM:181500,{Schizophrenia},HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2019-03-08 20:04:38,,,24463507.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/66,ARHGEF150Schizop,2020-12-04,2014.0
GENCC_000106-HGNC_15708-OMIM_181500-HP_0000005-GENCC_100008,HGNC:15708,PAQR8,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15708,PAQR8,OMIM:181500,{Schizophrenia},HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-03-02 20:04:39,,,24463507.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/67,PAQR80Schizop,2020-12-04,2014.0
GENCC_000106-HGNC_15708-OMIM_181500-HP_0000005-GENCC_100008,HGNC:15708,PAQR8,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15708,PAQR8,OMIM:181500,{Schizophrenia},HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-03-02 20:04:39,,,11676489.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/67,PAQR80Schizop,2020-12-04,2001.0
GENCC_000106-HGNC_15713-OMIM_181500-HP_0000005-GENCC_100008,HGNC:15713,ANAPC5,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15713,ANAPC5,OMIM:181500,{Schizophrenia},HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2017-06-14 20:04:39,,,28195569.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/68,ANAPC50Schizop,2020-12-04,2017.0
GENCC_000106-HGNC_15772-OMIM_181500-HP_0000005-GENCC_100004,HGNC:15772,ARFGEF1,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15772,ARFGEF1,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2022-08-31 17:02:11,,,27694994.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ARFGEF10{Schizop,2023-11-30,2016.0
GENCC_000106-HGNC_15885-OMIM_137580-HP_0000005-GENCC_100008,HGNC:15885,SYNDIG1,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:15885,SYNDIG1,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-11-19 20:04:40,,,28472652.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/73,SYNDIG10Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_15889-OMIM_173650-HP_0000007-GENCC_100002,HGNC:15889,FERMT1,MONDO:0008260,Kindler syndrome,OMIM:173650,Kindler syndrome,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:15889,FERMT1,OMIM:173650,Kindler syndrome,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2019-08-27 07:27:04,,,12668616.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,FERMT10KindlerS,2023-11-30,2003.0
GENCC_000106-HGNC_15889-OMIM_173650-HP_0000007-GENCC_100002,HGNC:15889,FERMT1,MONDO:0008260,Kindler syndrome,OMIM:173650,Kindler syndrome,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:15889,FERMT1,OMIM:173650,Kindler syndrome,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2019-08-27 07:27:04,,,14962093.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,FERMT10KindlerS,2023-11-30,2004.0
GENCC_000106-HGNC_15889-OMIM_173650-HP_0000007-GENCC_100002,HGNC:15889,FERMT1,MONDO:0008260,Kindler syndrome,OMIM:173650,Kindler syndrome,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:15889,FERMT1,OMIM:173650,Kindler syndrome,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2019-08-27 07:27:04,,,16675959.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,FERMT10KindlerS,2023-11-30,2006.0
GENCC_000106-HGNC_15889-OMIM_173650-HP_0000007-GENCC_100002,HGNC:15889,FERMT1,MONDO:0008260,Kindler syndrome,OMIM:173650,Kindler syndrome,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:15889,FERMT1,OMIM:173650,Kindler syndrome,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2019-08-27 07:27:04,,,21936020.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,FERMT10KindlerS,2023-11-30,2012.0
GENCC_000106-HGNC_15889-OMIM_173650-HP_0000007-GENCC_100002,HGNC:15889,FERMT1,MONDO:0008260,Kindler syndrome,OMIM:173650,Kindler syndrome,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:15889,FERMT1,OMIM:173650,Kindler syndrome,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2019-08-27 07:27:04,,,29130490.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,FERMT10KindlerS,2023-11-30,2018.0
GENCC_000106-HGNC_16262-OMIM_120433-HP_0000006-GENCC_100002,HGNC:16262,YAP1,MONDO:0007355,uveal coloboma-cleft lip and palate-intellectual disability,OMIM:120433,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:16262,YAP1,OMIM:120433,uveal coloboma-cleft lip and palate-intellectual disability,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2022-09-28 15:25:12,,,16354681.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,YAP10Coloboma03,2023-11-30,2005.0
GENCC_000106-HGNC_16262-OMIM_120433-HP_0000006-GENCC_100002,HGNC:16262,YAP1,MONDO:0007355,uveal coloboma-cleft lip and palate-intellectual disability,OMIM:120433,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:16262,YAP1,OMIM:120433,uveal coloboma-cleft lip and palate-intellectual disability,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2022-09-28 15:25:12,,,24462371.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,YAP10Coloboma03,2023-11-30,2014.0
GENCC_000106-HGNC_16262-OMIM_120433-HP_0000006-GENCC_100002,HGNC:16262,YAP1,MONDO:0007355,uveal coloboma-cleft lip and palate-intellectual disability,OMIM:120433,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:16262,YAP1,OMIM:120433,uveal coloboma-cleft lip and palate-intellectual disability,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2022-09-28 15:25:12,,,27267789.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,YAP10Coloboma03,2023-11-30,2016.0
GENCC_000106-HGNC_16262-OMIM_120433-HP_0000006-GENCC_100002,HGNC:16262,YAP1,MONDO:0007355,uveal coloboma-cleft lip and palate-intellectual disability,OMIM:120433,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:16262,YAP1,OMIM:120433,uveal coloboma-cleft lip and palate-intellectual disability,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2022-09-28 15:25:12,,,28801591.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,YAP10Coloboma03,2023-11-30,2019.0
GENCC_000106-HGNC_16790-OMIM_137580-HP_0000005-GENCC_100008,HGNC:16790,COLGALT2,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:16790,COLGALT2,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-09-17 20:04:40,,,28472652.0,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/78,COLGALT20Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_16816-OMIM_181500-HP_0000005-GENCC_100004,HGNC:16816,CHD5,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100004,Limited,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:16816,CHD5,OMIM:181500,schizophrenia,HP:0000005,Unknown,GENCC:000106,Invitae,GENCC:100004,Limited,2022-06-01 13:56:55,,,25420024,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CHD50{Schizop,2023-11-30,2015.0
GENCC_000106-HGNC_17-OMIM_137580-HP_0000005-GENCC_100008,HGNC:17,AADAC,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:17,AADAC,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2017-05-05 20:04:41,,,30886340,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/80,AADAC0Tourette,2020-12-04,2019.0
GENCC_000106-HGNC_17-OMIM_137580-HP_0000005-GENCC_100008,HGNC:17,AADAC,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:17,AADAC,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2017-05-05 20:04:41,,,20427753,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/80,AADAC0Tourette,2020-12-04,2010.0
GENCC_000106-HGNC_17-OMIM_137580-HP_0000005-GENCC_100008,HGNC:17,AADAC,MONDO:0007661,Tourette syndrome,OMIM:137580,"{Gilles de la Tourette syndrome, susceptibility to}",GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:17,AADAC,OMIM:137580,Tourette syndrome,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2017-05-05 20:04:41,,,29253601,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/80,AADAC0Tourette,2020-12-04,2017.0
GENCC_000106-HGNC_17023-OMIM_144700-HP_0000005-GENCC_100008,HGNC:17023,RNF139,MONDO:0007763,nonpapillary renal cell carcinoma,OMIM:144700,{Renal cell carcinoma},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:17023,RNF139,OMIM:144700,Renal cell carcinoma 3,HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2018-11-09 20:04:41,,,9689122,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/81,RNF1390RenalCel05,2020-12-04,1998.0
GENCC_000106-HGNC_17053-OMIM_181500-HP_0000005-GENCC_100008,HGNC:17053,PLEKHA6,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:17053,PLEKHA6,OMIM:181500,"{Schizophrenia, susceptibility to}",HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2017-05-26 20:04:41,,,24463507,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/82,PLEKHA60Schizop02,2020-12-04,2014.0
GENCC_000106-HGNC_17053-OMIM_181500-HP_0000005-GENCC_100008,HGNC:17053,PLEKHA6,MONDO:0005090,schizophrenia,OMIM:181500,{Schizophrenia},GENCC:100008,No Known Disease Relationship,HP:0000005,Unknown,GENCC:000106,Invitae,HGNC:17053,PLEKHA6,OMIM:181500,"{Schizophrenia, susceptibility to}",HP:0000005,,GENCC:000106,INVITAE,GENCC:100008,No Known Disease Relationship,2017-05-26 20:04:41,,,24576533,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/82,PLEKHA60Schizop02,2020-12-04,2014.0
